status_type,num_reactions,num_comments,num_shares,num_loves,num_wows,num_hahas,num_sads,num_angrys
3,0.11231422505307856,0.05022562291544046,0.07651869158878505,0.1400304414003044,0.01079136690647482,0.006369426751592357,0.0196078431372549,0.0
1,0.03184713375796178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.048195329087048835,0.023150873062585835,0.01664719626168224,0.0319634703196347,0.0035971223021582736,0.006369426751592357,0.0,0.0
1,0.02356687898089172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.04522292993630573,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0
1,0.04607218683651804,0.0005885815185403178,0.0,0.0076103500761035,0.0035971223021582736,0.0,0.0,0.0
3,0.10679405520169852,0.06023150873062586,0.02102803738317757,0.106544901065449,0.03597122302158273,0.012738853503184714,0.0,0.0967741935483871
3,0.06263269639065817,0.044437904649794,0.015478971962616822,0.0487062404870624,0.0035971223021582736,0.006369426751592357,0.0,0.03225806451612903
1,0.043099787685774944,9.809691975671964e-05,0.0,0.0076103500761035,0.0,0.0,0.0,0.0
1,0.036093418259023353,0.0008828722778104767,0.0002920560747663551,0.0045662100456621,0.0,0.0,0.0,0.0
1,0.044585987261146494,0.00019619383951343929,0.0008761682242990654,0.0106544901065449,0.0035971223021582736,0.0,0.0,0.0
1,0.04713375796178344,0.00039238767902687857,0.0,0.0076103500761035,0.014388489208633094,0.0,0.0,0.0
1,0.06645435244161359,0.00039238767902687857,0.0005841121495327102,0.0091324200913242,0.007194244604316547,0.0,0.0,0.0
1,0.044373673036093415,0.00039238767902687857,0.0,0.0121765601217656,0.0035971223021582736,0.0,0.0,0.0
1,0.07346072186836518,0.001079066117323916,0.0,0.015220700152207,0.0035971223021582736,0.0,0.0,0.0
3,0.07048832271762208,0.009809691975671964,0.008761682242990653,0.0350076103500761,0.0035971223021582736,0.03184713375796178,0.0,0.0
3,0.028662420382165606,0.02511281145772023,0.023072429906542055,0.0273972602739726,0.0,0.0,0.0,0.0
3,0.03184713375796178,0.016970767117912497,0.013726635514018691,0.0243531202435312,0.0035971223021582736,0.0,0.0196078431372549,0.0
3,0.046921443736730364,0.01628408867961546,0.010514018691588784,0.0426179604261796,0.0,0.006369426751592357,0.0,0.0
1,0.03227176220806794,0.00019619383951343929,0.0,0.0045662100456621,0.0,0.0,0.0,0.0
1,0.049681528662420385,0.0014714537963507945,0.0002920560747663551,0.0182648401826484,0.0035971223021582736,0.0,0.0,0.0
1,0.048195329087048835,0.0006866784382970375,0.0002920560747663551,0.0106544901065449,0.007194244604316547,0.006369426751592357,0.0,0.0
1,0.020806794055201697,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0
3,0.003821656050955414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.02165605095541401,0.0,0.0,0.0,0.007194244604316547,0.0,0.0,0.0
3,0.007855626326963907,0.0,0.0002920560747663551,0.0,0.0,0.0,0.0,0.0
3,0.01592356687898089,0.003531489111241907,0.0040887850467289715,0.0076103500761035,0.0,0.0,0.0,0.0
3,0.01910828025477707,0.007651559741024131,0.002628504672897196,0.0076103500761035,0.0,0.0,0.0,0.0
1,0.03078556263269639,0.0008828722778104767,0.0,0.0106544901065449,0.0,0.0,0.0,0.0
3,0.05371549893842888,0.02942907592701589,0.009053738317757009,0.0334855403348554,0.0035971223021582736,0.006369426751592357,0.0,0.0
1,0.018046709129511677,0.0,0.0,0.0030441400304414,0.007194244604316547,0.0,0.0,0.0
3,0.009554140127388535,0.001373356876594075,0.0,0.0076103500761035,0.0,0.0,0.0,0.0
1,0.019532908704883226,0.0,0.0,0.0060882800608828,0.007194244604316547,0.006369426751592357,0.0,0.0
1,0.02653927813163482,9.809691975671964e-05,0.0,0.0121765601217656,0.0035971223021582736,0.0,0.0,0.0
1,0.02526539278131635,0.00039238767902687857,0.0,0.0045662100456621,0.0,0.0,0.0,0.0
1,0.06220806794055202,0.0007847753580537571,0.0,0.0167427701674277,0.0035971223021582736,0.0,0.0,0.0
3,0.027176220806794056,0.01343927800667059,0.007593457943925234,0.0243531202435312,0.007194244604316547,0.0,0.0,0.0
1,0.017834394904458598,0.0014714537963507945,0.003796728971962617,0.0076103500761035,0.0035971223021582736,0.0,0.0,0.0
1,0.014012738853503185,0.001079066117323916,0.0017523364485981308,0.0060882800608828,0.0035971223021582736,0.0,0.0,0.0
3,0.03630573248407643,0.028644300568962135,0.008177570093457943,0.0289193302891933,0.0035971223021582736,0.006369426751592357,0.0,0.0
3,0.01910828025477707,0.007062978222483814,0.006717289719626168,0.015220700152207,0.0035971223021582736,0.0,0.0,0.0
3,0.02951167728237792,0.0038257798705120657,0.002628504672897196,0.0243531202435312,0.0035971223021582736,0.006369426751592357,0.0,0.0
3,0.05010615711252654,0.017755542475966255,0.006133177570093458,0.0502283105022831,0.0,0.006369426751592357,0.0,0.03225806451612903
3,0.04777070063694268,0.020600353148911125,0.009929906542056074,0.045662100456621,0.0,0.012738853503184714,0.0,0.0
1,0.058386411889596604,0.0011771630370806356,0.0,0.0167427701674277,0.014388489208633094,0.0,0.0,0.0
3,0.07898089171974522,0.04473219540906415,0.01080607476635514,0.0471841704718417,0.0035971223021582736,0.006369426751592357,0.0196078431372549,0.12903225806451613
1,0.09447983014861996,0.0008828722778104767,0.0,0.0350076103500761,0.01079136690647482,0.0,0.0,0.0
3,0.027176220806794056,0.005885815185403178,0.0032126168224299065,0.0197869101978691,0.0,0.0,0.0,0.03225806451612903
3,0.03949044585987261,0.023052776142829114,0.013434579439252336,0.0289193302891933,0.0,0.01910828025477707,0.0,0.03225806451612903
3,0.06560509554140127,0.04355503237198352,0.010514018691588784,0.0639269406392694,0.007194244604316547,0.050955414012738856,0.058823529411764705,0.0
1,0.01634819532908705,0.001079066117323916,0.0008761682242990654,0.0030441400304414,0.0,0.0,0.0,0.0
3,0.02526539278131635,0.007062978222483814,0.008177570093457943,0.0243531202435312,0.0,0.0,0.0,0.0
1,0.021231422505307854,0.0020600353148911123,0.003796728971962617,0.0076103500761035,0.0,0.0,0.0,0.0
